URL,sku,attribute_set_code,product_type
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-large/majestic-large-patina.html,MANLARGE-AL-PA,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-large/majestic-large-rubyred.html,MANLARGE-AL-RR,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-large/majestic-large-rust.html,MANLARGE-AL-RU,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-large/majestic-large-silvervein.html,MANLARGE-AL-SV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-large/majestic-large-whitevein.html,MANLARGE-AL-WV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-black.html,MANMEDIUM-AL-BL,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-brilliantwhite.html,MANMEDIUM-AL-BW,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-bronze.html,MANMEDIUM-AL-BR,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-burgundy.html,MANMEDIUM-AL-BU,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-coppervein.html,MANMEDIUM-AL-CV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-deeppurple.html,MANMEDIUM-AL-DP,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-forestgreen.html,MANMEDIUM-AL-FG,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-gold.html,MANMEDIUM-AL-GO,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-goldvein.html,MANMEDIUM-AL-GV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-naturalstone.html,MANMEDIUM-AL-NS,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-navyblue.html,MANMEDIUM-AL-NB,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-patina.html,MANMEDIUM-AL-PA,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-rubyred.html,MANMEDIUM-AL-RR,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-rust.html,MANMEDIUM-AL-RU,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-silvervein.html,MANMEDIUM-AL-SV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-medium/majestic-medium-whitevein.html,MANMEDIUM-AL-WV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-noble/majestic-noble-black.html,MANNBL-6IN,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-noble/majestic-noble-bronze.html,MANNBL-6IN-BZ,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-black.html,MANSMALL-AL-BL,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-brilliantwhite.html,MANSMALL-AL-BW,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-bronze.html,MANSMALL-AL-BR,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-burgundy.html,MANSMALL-AL-BU,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-coppervein.html,MANSMALL-AL-CV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-deeppurple.html,MANSMALL-AL-DP,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-forestgreen.html,MANSMALL-AL-FG,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-gold.html,MANSMALL-AL-GO,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-goldvein.html,MANSMALL-AL-GV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-naturalstone.html,MANSMALL-AL-NS,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-navyblue.html,MANSMALL-AL-NB,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-patina.html,MANSMALL-AL-PA,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-rubyred.html,MANSMALL-AL-RR,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-rust.html,MANSMALL-AL-RU,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-silvervein.html,MANSMALL-AL-SV,Default,simple
https://www.mailboxworks.com/address-plaques/house-numbers-letters/majestic-small/majestic-small-whitevein.html,MANSMALL-AL-WV,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/gaines-large-oval.html,GMALO-GMALAWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/gaines-large-roundtangle-lawn.html,GMALR-GMALAWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/gaines-small-oval.html,GMASO-GMALAWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/gaines-small-roundtangle-lawn.html,GMASR-GMALAWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/qualarc-executive-rectangle.html,CHAEXECUTIVE-CHZLAWNSTAKES,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/qualarc-ridgecrest-arch-lawn.html,CHARIDGECREST-CHZLAWNSTAKES,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/qualarc-rockport-oval.html,CHAROCKPORT-CHZLAWNSTAKES,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-admiral-lawn.html,WHAADMIRALL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-anchor-arch-lawn.html,WHAANCHLWNSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-anniversary-heartbirds-ceramic-oval-petite.html,WHA2642,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-arbor-lawn.html,WHAARBORL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-arch-marker-lawn.html,WHAARCHL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-beaded-rectangle.html,WHABEADEDL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-bird-silhouette-ceramic-oval-vertical.html,WHA2638,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-cape-charles-lawn.html,WHACAPECHRLL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-concord-oval-artisan-metal.html,WHACONCMETLN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-concord-oval.html,WHACONCORDL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-concordoval-artisanstone.html,WHACONCDARTLN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-double-line-lawn.html,WHADBLELINEL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-dragonfly-lawn.html,WHADRAGONLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-eagle-oval-lawn.html,WHAEAGLELN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-egg-dart-rectangle.html,WHAEGGDARTL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-essex-lawn.html,WHAESSEXLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-flag-archmarker-lawn.html,WHAFLAGARCHLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-flyingduck-arch-lawn.html,WHADUCKLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-hackley-fretwork-lawn.html,WHAHACKLWNSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-hartford-rectangle.html,WHAHARTL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-hawthorne-oval.html,WHAHAWTHORNL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-hillsboro-lawn.html,WHAHLSBOROL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-ivy-lawn.html,WHAIVYL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-key-corner-rectangle.html,WHAKEYCORNLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-lancaster-lawn.html,WHALANCLN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-laramie-lawn.html,WHALARAMIELSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-lewis-fretwork-lawn.html,WHALEWISLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-madison-oval.html,WHAMADOVALL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-mears-fretwork-lawn.html,WHAMEARSLWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-monogram-lawn.html,WHAMONOGRL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-penhurst-arch-lawn.html,WHAPENHRSTLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-pineapple-ceramic-oval-petite.html,WHA2640,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-providence-arch-artisan-metal.html,WHAPRVARTMETL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-providence-arch-artisan-stone.html,WHAPRVDNCARTL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-providence-arch-lawn.html,WHAPROVIDENCL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-retriever-arch-lawn.html,WHARETRVRSTLWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-ribbonreed-pineapple-lawn.html,WHARIBREEDL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-richmond-horizontal-lawn.html,WHARICHMONDEHL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-roanoke-rectangle.html,WHARONOAKEL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-round-15inch.html,WHAROUND15LSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-shell-horizontal-lawn.html,WHASHELLHRZLEST,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-springfield-rectangle.html,WHASPRINGFLDLST,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-square-lawn.html,WHASQUAREL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-sunburst-lawn.html,WHASUNBRSTL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-twosided-archmarker.html,WHAARCHTWOLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-twosided-rectangle.html,WHA2SDRECTLWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-villa-nova-lawn.html,WHAVILLANOVAL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-vine-chickadee.html,WHAVNECHCKLWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-wedding-lawn.html,WHAWEDDINGLWN,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-williamsburg-artisan-metal.html,WHAWILLARTMET,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-williamsburg-artisan-stone.html,WHAWILLIAMARTL,Default,simple
https://www.mailboxworks.com/address-plaques/lawn-markers/whitehall-williamsburg-lawn.html,WHAWILLIAMSBL,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/americas-finest-pasadena.html,FAAF-L2,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/americas-finest-willoglen.html,FAAF-L1,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/majestic-reflective-postmarker.html,MAAREFPOSTSIGN,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/majestic-reflective-yardmarker.html,MAAREFYARDSIGN,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/qualarc-bayside.html,CHABAYSIDE,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/qualarc-edgewood-oval.html,CHAEDGEWDOV-CHN,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/qualarc-edgewood-vertical.html,CHAEDGEWDVT-CHN,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/qualarc-edgewood.html,CHAEDGEWDLG-CHN,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-concordovalreflective-estate.html,WHACONCREFEST,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-concordovalreflective-estatelawn.html,WHACONCREFLEST,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-concordovalreflective-standard.html,WHACONCRREFLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-concordovalreflective-standardlawn.html,WHACONCDREFLSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-illuminator-fleurdelisoval.html,WHAFLEUROVAL,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-illuminator-oakleafarch.html,WHAILLUMOAKLEAF,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-illuminator.html,WHAILLUM,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-manchesterverticalreflective-estate.html,WHAMANREFEST,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-manchesterverticalreflective-standard.html,WHAMANREFSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-providencearchreflective-estate.html,WHAPROVREFEST,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-providencearchreflective-estatelawn.html,WHAPROVREFLEST,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-providencearchreflective-standard.html,WHAPRVDNCREFSTD,Default,simple
https://www.mailboxworks.com/address-plaques/lighted-emergency-housesigns/whitehall-providencearchreflective-standardlawn.html,WHAPROVREFLSTD,Default,simple
